Employee_ID,Age,Gender,Education_Level,Marital_Status,Department,Location,Years_at_Company,Years_in_Current_Role,Promotion_Last_3Yrs,Employment_Type,Training_Hours,Monthly_Salary,Salary_Hike_Percent,Bonus,Stock_Options,Benefits_Score,Performance_Rating,Manager_Rating,Projects_Assigned,Certification_Count,Overtime_Hours,Work_Life_Balance,Commute_Distance_KM,Remote_Work_Days,Team_Size,Job_Satisfaction,Engagement_Score,Absenteeism_Days,Attrition,High_Risk_Employee
EMP06935,50,Female,MBA,Married,Investment Banking,Bangalore,0,0,0,Full-Time,19.48287965,206042.2111,10.60917431,17337.00748,13,8,3,4,2,0,25.69342345,2,42,0,13,4,49,13,0,1
EMP06936,33,Male,Bachelor,Married,Retail Banking,Mumbai,7,1,1,Full-Time,25.78846784,88204.20665,16.86079279,15149.18858,74,9,4,2,5,2,14.84164834,3,16,1,14,4,53,12,0,0
EMP06937,54,Male,Master,Married,Retail Banking,Mumbai,7,3,0,Full-Time,38.20324693,90323.39973,18.10526592,8636.536405,36,5,5,3,5,2,23.00616256,2,33,1,5,3,27,18,0,1
EMP06938,44,Female,Bachelor,Single,Investment Banking,Pune,12,9,1,Full-Time,42.36683857,199131.8307,15.39625583,25711.77149,454,9,4,1,5,2,36.43145078,1,11,0,9,4,35,8,1,1
EMP06939,35,Female,Master,Married,Customer Support,Pune,15,8,0,Full-Time,49.70113785,67155.30283,17.36947895,12841.38578,154,9,4,5,3,3,22.21685559,3,49,0,12,5,46,10,0,1
EMP06940,44,Male,MBA,Single,Customer Support,Jaipur,9,3,1,Full-Time,34.24190905,51433.16803,19.35284735,6646.445242,94,9,5,5,7,3,24.74589352,3,19,0,6,4,51,13,1,1
EMP06941,58,Female,Bachelor,Single,Human Resources,Bangalore,16,7,0,Full-Time,49.54632899,71725.54156,15.40042677,10439.84682,302,6,4,5,6,3,8.453669283,3,9,2,14,4,50,7,0,0
EMP06942,43,Female,MBA,Married,Investment Banking,Hyderabad,12,9,1,Full-Time,36.86218916,219316.2615,17.16343382,26545.37049,174,5,4,5,7,1,26.07582216,2,23,0,14,6,49,11,0,0
EMP06943,50,Female,MBA,Single,Operations,Ahmedabad,7,7,0,Full-Time,33.30575229,89794.38901,9.818187361,14019.2733,75,8,3,1,5,0,9.136375209,4,7,1,5,2,25,12,0,1
EMP06944,57,Male,Bachelor,Single,Customer Support,Pune,17,1,0,Contract,23.77427443,78776.89634,13.90479721,15587.94603,245,7,4,5,4,1,17.47322516,2,26,0,4,4,26,11,0,1
EMP06945,23,Female,Master,Single,Compliance,Kolkata,19,11,0,Full-Time,19.34904282,137932.6202,8.625710285,27030.80906,495,7,3,5,2,0,9.798358828,5,35,1,5,5,46,12,0,0
EMP06946,41,Female,Bachelor,Single,Human Resources,Lucknow,16,16,0,Full-Time,40.73619855,78345.20265,4.547528712,10681.29906,441,5,2,3,7,1,9.716953785,4,20,2,4,4,44,6,0,0
EMP06947,26,Male,MBA,Single,Investment Banking,Jaipur,0,0,1,Full-Time,53.3244163,178467.2625,18.9955853,31926.81429,14,7,5,4,4,4,23.09576997,3,16,0,4,5,36,13,0,0
EMP06948,48,Male,Master,Single,Human Resources,Mumbai,11,6,1,Full-Time,54.73551067,77737.5684,17.59123572,13092.62019,109,6,4,5,4,4,12.46616508,3,13,2,4,7,75,1,0,0
EMP06949,24,Female,Master,Married,Compliance,Mumbai,10,6,1,Full-Time,22.45451986,121620.3203,12.79418454,10268.30476,85,5,4,1,2,2,10.07715366,3,48,1,12,2,24,14,0,0
EMP06950,39,Male,Master,Married,Compliance,Bangalore,18,14,0,Full-Time,39.70089856,130236.7266,17.07663531,23589.56224,202,8,4,4,4,0,13.83006693,4,19,1,14,5,47,8,0,0
EMP06951,34,Female,Master,Married,Compliance,Bangalore,11,11,0,Contract,42.59224032,124953.2915,13.08859071,17279.30028,174,6,4,5,2,1,8.602515346,4,43,1,11,5,44,11,0,0
EMP06952,43,Male,MBA,Married,Customer Support,Ahmedabad,1,1,0,Contract,40.56350646,42407.76919,9.107055297,6606.491712,28,5,3,3,3,2,26.92701504,3,16,0,10,3,17,20,1,1
EMP06953,34,Male,Master,Married,Technology,Bangalore,13,5,0,Full-Time,43.47684431,129974.5464,8.855533883,14296.14471,346,8,3,4,2,1,12.59907767,3,35,3,6,4,55,9,0,0
EMP06954,33,Male,MBA,Single,Technology,Hyderabad,17,6,1,Full-Time,37.26816387,120249.2642,19.46487299,18088.22446,318,6,5,4,7,2,9.908652051,4,28,3,14,5,63,11,0,0
EMP06955,53,Female,Master,Single,Risk Management,Delhi,14,3,1,Contract,30.37736068,124471.5215,14.40926493,19213.06678,241,5,4,5,3,2,17.74397347,3,20,2,10,6,46,7,0,0
EMP06956,57,Male,Bachelor,Married,Technology,Delhi,11,0,0,Full-Time,46.41120946,122828.2651,19.55187759,22743.81016,250,8,5,4,2,1,16.37001499,4,35,3,4,4,40,10,0,0
EMP06957,28,Female,MBA,Married,Cyber Security,Hyderabad,2,2,0,Full-Time,55.17279655,165351.9178,9.506568848,18817.97755,16,7,3,5,4,3,23.2113086,2,31,2,11,4,38,9,1,1
EMP06958,27,Female,Master,Single,Customer Support,Pune,14,10,0,Full-Time,15.79453872,51885.10833,8.239179044,6526.118745,362,9,3,5,7,1,17.49060213,4,16,0,4,4,37,12,0,1
EMP06959,58,Female,Master,Single,Investment Banking,Lucknow,12,8,0,Full-Time,42.59029492,182057.6436,18.21064718,31750.89289,478,9,5,2,3,1,28.2742251,3,14,0,8,4,47,13,1,1
EMP06960,27,Female,PhD,Married,Operations,Ahmedabad,9,6,0,Full-Time,58.94819958,89632.87207,19.47874336,17671.29512,30,9,5,3,7,3,23.203275,3,32,1,6,4,27,5,0,1
EMP06961,46,Female,Bachelor,Married,Retail Banking,Delhi,9,0,0,Full-Time,36.10340619,73666.99659,13.77887117,13262.45414,89,9,4,2,2,1,11.04462676,4,12,1,9,2,18,14,0,1
EMP06962,48,Male,Bachelor,Married,Customer Support,Lucknow,7,7,0,Contract,35.74811263,63013.11128,15.40502628,11887.37011,53,8,4,5,4,1,22.85633036,2,34,0,5,2,20,17,1,1
EMP06963,26,Female,Bachelor,Single,Human Resources,Jaipur,9,8,1,Full-Time,40.41058453,78320.53485,18.19877788,12961.81999,72,9,5,4,7,0,10.3612827,4,10,2,14,5,52,13,0,0
EMP06964,40,Female,Master,Married,Retail Banking,Kolkata,5,3,1,Full-Time,24.95588085,89924.69669,8.816390629,7363.827319,18,9,3,3,6,1,16.90277532,3,26,1,11,5,45,8,0,0
EMP06965,30,Male,MBA,Married,Human Resources,Jaipur,5,4,0,Full-Time,41.66727342,95464.27144,11.20485603,10559.07482,5,7,3,5,2,3,8.8500951,4,38,2,13,5,47,6,0,0
EMP06966,22,Male,PhD,Married,Investment Banking,Jaipur,8,3,0,Full-Time,29.66146652,204352.905,16.92189178,21253.93845,33,6,4,4,6,0,30.57219649,2,3,0,8,6,58,7,0,0
EMP06967,30,Female,Master,Married,Compliance,Chennai,7,2,0,Full-Time,5,142979.3728,15.28674645,23365.40156,79,5,4,5,5,1,10.5299818,4,25,1,6,5,65,5,0,0
EMP06968,31,Male,MBA,Married,Investment Banking,Chennai,0,0,0,Full-Time,45.89833037,199272.6403,17.88149963,39756.98176,13,5,4,4,5,1,33.73007337,1,3,0,10,3,24,24,0,1
EMP06969,35,Female,MBA,Married,Risk Management,Kolkata,18,10,1,Full-Time,42.4216685,138848.1396,14.22557242,11193.26024,411,9,4,1,5,3,18.31524038,3,4,2,10,4,38,13,0,0
EMP06970,46,Male,Master,Married,Cyber Security,Pune,0,0,0,Full-Time,43.96434181,158914.6193,17.37196297,23163.49606,8,7,4,4,5,3,19.79878156,3,10,2,10,5,49,5,0,0
EMP06971,40,Male,Bachelor,Single,Customer Support,Jaipur,7,7,0,Full-Time,44.33320584,52176.09503,15.95173265,4490.351494,36,9,4,5,4,2,26.59608159,2,31,0,13,3,30,23,1,1
EMP06972,38,Female,Master,Married,Operations,Pune,14,0,1,Full-Time,39.67577536,78892.9131,4.961185147,14255.90359,486,5,2,5,2,1,19.60292371,4,45,1,9,6,71,9,0,0
EMP06973,39,Male,PhD,Married,Technology,Delhi,11,9,0,Full-Time,22.04738096,61574.98552,17.62214298,11457.07769,282,9,4,3,2,1,24.38115061,2,26,0,5,3,40,17,1,1
EMP06974,30,Male,PhD,Married,Retail Banking,Lucknow,2,2,0,Full-Time,42.35682309,88651.31392,17.80734422,12962.19107,4,8,4,4,5,3,14.00567108,4,36,1,7,4,33,11,0,0
EMP06975,22,Female,Master,Married,Risk Management,Ahmedabad,13,1,0,Full-Time,35.34936968,140182.9424,9.289169592,20719.66955,229,5,3,4,6,3,17.08528647,3,8,2,14,5,49,9,0,0
EMP06976,27,Male,MBA,Married,Finance,Lucknow,1,0,0,Full-Time,55.14787508,141888.0677,19.66011605,28035.85994,22,6,5,5,2,2,10.73610477,4,27,1,11,4,47,6,0,0
EMP06977,59,Female,Bachelor,Married,Operations,Kolkata,1,0,1,Full-Time,24.5977924,69798.46205,10.4102926,10804.78389,9,9,3,4,7,1,13.96581136,4,3,1,9,6,62,5,0,0
EMP06978,59,Female,Bachelor,Single,Investment Banking,Hyderabad,18,9,0,Full-Time,34.1762603,196052.1476,12.61719337,28944.4112,350,6,4,2,6,3,30.14920069,1,45,0,6,3,10,14,1,1
EMP06979,38,Female,PhD,Single,Technology,Delhi,18,0,0,Contract,30.24577018,116782.2058,5.827054355,13506.10306,386,7,2,5,6,3,24.67489681,3,11,3,14,5,54,10,0,0
EMP06980,30,Male,Bachelor,Married,Retail Banking,Lucknow,17,17,0,Full-Time,33.4175341,108565.4601,11.14942053,10777.67829,320,7,3,5,2,3,13.22719188,3,29,1,10,4,33,9,0,0
EMP06981,32,Male,Bachelor,Single,Compliance,Kolkata,7,0,0,Full-Time,28.61591229,134117.8987,9.802808419,25704.86496,58,8,3,2,2,2,10.34128617,4,37,1,13,3,41,23,0,1
EMP06982,39,Female,Bachelor,Married,Operations,Delhi,16,11,0,Full-Time,27.50323483,80722.07069,17.24956583,12992.85599,410,5,4,4,5,0,23.28648223,3,46,1,7,3,51,18,0,1
EMP06983,58,Female,Master,Single,Human Resources,Ahmedabad,2,0,0,Full-Time,41.163007,76371.77391,10.1602473,7565.347697,1,5,3,4,5,1,8.341428243,4,9,2,7,5,52,7,0,0
EMP06984,28,Female,Master,Married,Finance,Lucknow,15,6,0,Contract,47.36598235,111485.6764,17.45771377,17399.70524,270,9,4,1,2,3,19.48744806,2,24,1,8,4,34,10,0,1
EMP06985,56,Female,Bachelor,Married,Retail Banking,Jaipur,16,0,1,Full-Time,19.93244239,88535.36423,11.5911241,17528.72106,330,7,3,3,3,0,17.87816592,3,20,1,7,3,34,18,0,0
EMP06986,28,Male,MBA,Single,Technology,Chennai,3,3,0,Full-Time,27.85965498,127295.6053,9.241014629,18662.24143,23,9,3,1,2,4,12.64459922,2,12,3,13,2,27,20,0,1
EMP06987,32,Male,MBA,Married,Cyber Security,Chennai,16,8,1,Full-Time,30.00554382,146985.982,21.54293534,25848.15863,457,6,5,2,3,2,21.39529508,2,18,2,14,5,57,11,0,0
EMP06988,31,Male,Bachelor,Married,Investment Banking,Chennai,16,2,0,Full-Time,17.79042645,192568.4723,9.69601511,30090.71081,441,7,3,2,4,2,39.54238342,2,40,0,14,4,54,9,1,1
EMP06989,55,Male,Bachelor,Single,Investment Banking,Pune,3,3,1,Full-Time,46.52506744,195466.2896,13.29264594,25359.09568,16,7,4,4,5,4,28.48363724,2,33,0,10,6,67,6,0,0
EMP06990,45,Male,Master,Single,Risk Management,Kolkata,5,1,0,Full-Time,44.90082867,130674.5946,8.766688965,20891.73691,13,9,3,4,3,1,12.87426653,5,12,2,8,5,54,10,0,0
EMP06991,33,Female,Master,Married,Retail Banking,Ahmedabad,11,7,1,Full-Time,46.40594119,90328.01023,18.51949462,13480.23948,416,6,5,2,2,2,15.2118048,4,32,1,6,5,49,13,0,0
EMP06992,30,Male,Bachelor,Single,Operations,Ahmedabad,19,9,1,Full-Time,39.97312126,66706.38342,18.16401893,5627.865138,247,8,5,5,3,2,18.17021092,3,16,1,11,4,52,12,0,0
EMP06993,43,Male,Bachelor,Married,Operations,Hyderabad,6,2,1,Full-Time,61.52186001,87432.4889,14.15810135,8937.343869,71,5,4,1,6,3,12.44865383,4,46,1,5,3,51,23,0,0
EMP06994,59,Male,Bachelor,Single,Human Resources,Chennai,7,4,1,Full-Time,43.98181331,95143.95186,12.86032938,18335.5434,88,7,4,4,7,1,15.22976246,3,34,2,14,6,46,6,0,0
EMP06995,53,Female,Bachelor,Single,Finance,Pune,17,7,0,Full-Time,12.36590985,141254.0771,16.30166783,18602.9091,216,6,4,1,2,0,15.55727363,4,22,1,5,4,31,6,0,1
EMP06996,29,Female,Master,Single,Technology,Pune,4,4,0,Full-Time,29.89331554,114169.7756,8.863269647,22058.38133,27,6,3,5,2,1,12.69859771,4,47,3,9,4,25,11,0,0
EMP06997,42,Female,Master,Single,Customer Support,Pune,5,3,0,Full-Time,62.83751635,69252.36705,19.71076804,10290.78087,1,5,5,5,2,4,17.22089609,3,4,0,11,4,48,10,0,1
EMP06998,37,Female,Master,Single,Retail Banking,Kolkata,16,5,0,Full-Time,18.39474969,104473.7301,8.030520011,12654.28031,275,5,3,3,6,0,19.89885833,2,42,1,4,2,14,17,0,0
EMP06999,54,Male,MBA,Married,Retail Banking,Pune,12,11,1,Full-Time,42.87057285,78534.44699,11.85754727,7869.332543,436,5,3,3,6,1,12.75581352,4,4,1,5,5,45,11,0,0
EMP07000,46,Female,Bachelor,Single,Technology,Jaipur,14,9,0,Full-Time,56.27752339,114238.2867,20.81008138,9898.616807,176,7,5,4,7,3,8.537839539,4,49,3,14,4,48,9,0,0
EMP07001,27,Male,MBA,Single,Investment Banking,Bangalore,3,3,0,Full-Time,11.98741579,182784.5577,9.013648598,25346.19482,11,8,3,2,7,1,28.93272758,2,43,0,7,3,25,10,1,1
EMP07002,25,Male,Bachelor,Single,Cyber Security,Lucknow,5,4,0,Full-Time,41.4050577,147659.0881,13.76539065,28334.90672,10,9,4,3,7,3,10.89655594,5,25,2,7,5,56,14,0,0
EMP07003,44,Female,Master,Married,Operations,Ahmedabad,1,0,1,Full-Time,31.52759727,89249.08994,9.282410088,11562.80831,10,7,3,3,2,0,20.71887831,3,34,1,5,5,54,13,0,0
EMP07004,30,Female,MBA,Married,Retail Banking,Chennai,6,0,0,Full-Time,49.62535257,98603.55986,16.86084806,10649.88018,53,7,4,5,4,2,19.41082371,4,23,1,10,4,44,5,0,0
EMP07005,57,Male,Master,Married,Technology,Ahmedabad,8,0,0,Full-Time,44.74434943,136471.9285,13.81282593,21902.12718,93,6,4,2,4,2,18.76086068,4,28,3,10,3,37,10,0,1
EMP07006,32,Male,Master,Single,Retail Banking,Hyderabad,18,15,1,Full-Time,41.93612672,91182.10355,20.39090811,14433.36123,117,6,5,3,7,2,12.22081716,4,21,1,11,4,41,6,0,0
EMP07007,56,Female,Master,Married,Investment Banking,Hyderabad,16,1,1,Full-Time,42.50818609,207701.2298,14.14347341,26658.77225,249,6,4,5,4,4,30.52874259,2,29,0,7,7,60,4,0,0
EMP07008,33,Male,MBA,Married,Compliance,Jaipur,3,3,0,Full-Time,31.47497029,131033.9999,13.78361448,11103.20024,10,5,4,3,5,1,14.50004751,3,2,1,7,4,43,10,0,0
EMP07009,56,Male,Master,Married,Retail Banking,Mumbai,2,1,0,Full-Time,63.8617469,84814.43457,16.57323696,10724.5943,23,6,4,3,4,3,15.97959773,4,43,1,13,4,50,11,0,0
EMP07010,28,Male,MBA,Single,Compliance,Delhi,4,0,0,Full-Time,29.08829675,116209.8152,19.1755251,17075.02169,11,5,5,3,7,0,4.548569218,5,47,1,11,4,39,14,0,0
EMP07011,50,Male,PhD,Married,Operations,Kolkata,15,11,0,Contract,23.70847143,78467.34398,9.038944754,12884.46441,215,5,3,3,3,1,19.57214967,3,41,1,8,4,47,9,0,0
EMP07012,42,Female,Master,Single,Human Resources,Kolkata,18,3,0,Full-Time,43.64197006,86157.21035,16.8348617,16002.95684,278,8,4,4,7,3,9.71409608,4,10,2,8,4,46,13,0,0
EMP07013,24,Male,Master,Single,Risk Management,Pune,1,0,0,Full-Time,44.18437606,147059.1207,9.304841317,18757.6645,10,6,3,2,3,3,10.85225363,3,15,2,10,3,20,22,0,1
EMP07014,45,Male,Bachelor,Single,Technology,Chennai,8,5,0,Full-Time,50.16443976,110876.2647,18.28632999,21347.85826,58,6,5,4,6,2,13.02006178,4,42,3,13,5,50,14,0,0
EMP07015,51,Female,Bachelor,Married,Compliance,Chennai,10,10,0,Full-Time,47.11650661,144393.5292,15.39436279,11936.26092,56,7,4,2,5,2,11.11800154,3,34,1,7,3,11,18,0,1
EMP07016,48,Female,Master,Single,Retail Banking,Lucknow,14,11,0,Full-Time,24.56861653,99902.35385,10.13790225,19214.46456,282,9,3,4,7,1,19.71790966,3,36,1,9,5,64,11,0,0
EMP07017,50,Male,MBA,Married,Investment Banking,Delhi,12,11,1,Full-Time,28.23359509,214487.9601,17.56597703,31864.14954,392,5,4,5,3,2,26.27841079,3,43,0,9,6,64,8,0,0
EMP07018,51,Male,Bachelor,Married,Cyber Security,Chennai,5,3,0,Full-Time,47.48959035,146389.1769,21.68681344,12397.9082,25,8,5,4,5,4,20.35455688,3,45,2,4,4,30,5,0,0
EMP07019,57,Male,PhD,Married,Human Resources,Delhi,5,5,1,Full-Time,22.40756689,88309.41813,11.81790803,17062.69498,4,7,3,5,5,1,13.01661373,4,10,2,9,6,63,13,0,0
EMP07020,44,Female,Bachelor,Married,Human Resources,Chennai,17,12,0,Full-Time,55.6892762,76526.32157,16.27579342,9288.658096,168,8,4,2,5,3,12.48574304,3,19,2,5,3,31,20,0,1
EMP07021,58,Female,Master,Married,Human Resources,Delhi,7,6,0,Full-Time,36.16277089,88307.36179,8.470656468,7663.296481,85,8,3,2,2,2,12.06325943,3,6,2,13,4,54,7,0,1
EMP07022,47,Female,Bachelor,Married,Risk Management,Hyderabad,4,1,0,Full-Time,33.47740196,135683.084,16.62159941,26202.96768,22,5,4,2,4,1,18.58780502,4,33,2,6,4,37,9,0,1
EMP07023,57,Female,Master,Single,Technology,Jaipur,9,5,1,Full-Time,55.45274615,109544.2448,10.24062649,20553.04999,36,9,3,3,6,3,22.04295413,3,48,3,7,4,54,10,0,0
EMP07024,49,Female,MBA,Married,Customer Support,Mumbai,8,0,1,Full-Time,36.77628459,55879.51415,10.17255979,10336.93255,44,8,3,2,6,2,31.93522711,2,28,0,11,4,46,13,1,1
EMP07025,58,Female,Bachelor,Married,Customer Support,Chennai,6,6,0,Full-Time,49.95471065,52691.68271,17.37698578,4854.874738,85,9,4,5,6,2,27.73648041,2,4,0,6,2,15,15,1,1
EMP07026,25,Female,Bachelor,Single,Human Resources,Ahmedabad,0,0,0,Full-Time,20.98933171,85279.36662,14.66190213,7501.593297,14,8,4,5,7,1,8.561025229,5,19,2,12,5,54,7,0,0
EMP07027,50,Male,Master,Single,Retail Banking,Bangalore,11,1,1,Full-Time,31.4454683,95517.06421,11.02717888,17610.39262,269,7,3,4,3,1,12.24326044,4,17,1,6,6,55,12,0,0
EMP07028,35,Other,Master,Single,Compliance,Mumbai,16,5,0,Full-Time,52.55525099,122171.6507,17.5709349,16970.27384,319,9,4,1,2,3,8.039107026,4,10,1,8,4,37,7,0,1
EMP07029,58,Male,MBA,Married,Finance,Bangalore,3,2,1,Full-Time,44.57785627,114117.6076,12.7704613,22009.71821,27,9,4,1,7,3,14.83424631,4,44,1,14,3,32,22,0,0
EMP07030,54,Male,PhD,Single,Investment Banking,Kolkata,1,1,0,Full-Time,65.00710649,191819.2052,15.74076272,17297.4977,29,5,4,1,2,3,26.35060629,3,18,0,9,2,8,14,1,1
EMP07031,52,Female,Bachelor,Single,Cyber Security,Jaipur,19,10,0,Full-Time,72.35651038,155291.7205,16.95126429,25727.44657,340,7,4,1,3,5,14.28541898,3,11,2,4,3,25,12,0,1
EMP07032,35,Male,Master,Married,Finance,Chennai,17,0,0,Full-Time,45.22790546,128671.5423,15.25843872,25091.69507,313,5,4,4,7,1,4.305558659,4,22,1,5,6,70,9,0,0
EMP07033,46,Female,Master,Married,Customer Support,Bangalore,14,0,0,Full-Time,30.96316179,62213.86198,12.77787167,5222.717999,334,8,4,3,2,3,31.73652347,2,27,0,5,4,46,8,1,1
EMP07034,30,Female,PhD,Single,Compliance,Jaipur,8,7,0,Full-Time,50.62825304,127857.3756,14.07516317,17559.41292,94,9,4,4,7,4,5.58361281,5,9,1,13,5,43,9,0,0
EMP07035,46,Male,MBA,Married,Operations,Pune,15,5,0,Full-Time,56.10041214,72445.7262,11.42316862,12055.25733,465,8,3,5,4,3,15.04781028,3,19,1,4,5,43,11,0,0
EMP07036,46,Female,Master,Married,Compliance,Hyderabad,7,0,0,Full-Time,49.8709147,128864.4446,11.40928459,10987.4925,90,5,3,2,2,4,12.16370165,4,46,1,13,4,53,8,0,1
EMP07037,51,Male,Master,Married,Retail Banking,Lucknow,11,7,1,Full-Time,48.04281339,86762.80373,18.83317583,7486.25662,348,7,5,4,2,4,14.76379117,4,43,1,5,6,73,8,0,0
EMP07038,41,Male,Bachelor,Married,Finance,Lucknow,6,3,0,Full-Time,59.38562992,124640.9055,10.29501638,10198.46461,73,9,3,3,5,0,15.99373686,4,23,1,7,5,54,14,0,0
EMP07039,44,Female,Bachelor,Single,Retail Banking,Hyderabad,7,6,1,Contract,22.3875671,81523.56122,11.69887374,7308.850101,77,9,3,5,5,1,22.97446963,3,9,1,5,4,44,10,0,0
EMP07040,22,Female,Master,Married,Human Resources,Ahmedabad,9,1,0,Full-Time,51.81609215,88934.25917,16.49126285,7370.265571,42,9,4,1,5,3,9.851475458,4,15,2,4,2,10,10,0,1
EMP07041,36,Female,Master,Married,Risk Management,Hyderabad,14,0,1,Full-Time,42.81708192,155950.9041,17.81541599,26780.51876,488,6,4,4,6,4,6.609058182,4,15,2,5,6,65,9,0,0
EMP07042,42,Male,Master,Married,Retail Banking,Pune,6,5,0,Full-Time,26.75412473,111526.6785,10.88701029,10179.93899,85,7,3,5,4,0,19.10536584,3,35,1,13,4,33,8,0,0
EMP07043,51,Female,Master,Married,Technology,Pune,9,6,0,Full-Time,47.52111745,119015.0208,10.32701082,11528.05839,48,7,3,1,4,3,17.50790166,3,44,3,6,3,25,13,0,1
EMP07044,32,Male,Bachelor,Married,Risk Management,Mumbai,19,8,0,Full-Time,38.906694,134700.1794,12.45098946,20413.11639,219,7,4,5,6,0,8.324947715,4,2,2,12,4,50,11,0,0
EMP07045,47,Female,Master,Single,Cyber Security,Chennai,6,3,0,Full-Time,46.27050127,129206.1479,19.55293324,17188.47205,89,5,5,5,3,2,18.1672766,3,5,2,9,5,51,7,0,0
EMP07046,51,Male,Bachelor,Single,Cyber Security,Ahmedabad,9,4,0,Full-Time,55.03345778,134451.2821,21.51981615,17716.2127,35,8,5,2,7,0,16.06184874,3,23,2,8,4,38,13,0,1
EMP07047,30,Female,Bachelor,Single,Technology,Hyderabad,9,3,0,Full-Time,24.80184492,77982.05218,14.31405515,14134.42914,91,5,4,2,3,2,14.70625183,4,35,1,5,2,20,12,0,1
EMP07048,26,Male,Bachelor,Single,Investment Banking,Lucknow,5,0,0,Full-Time,51.7442144,196095.7962,13.51520495,34999.13482,6,6,4,4,7,3,25.47023557,2,19,0,9,5,45,11,0,0
EMP07049,55,Male,MBA,Married,Cyber Security,Hyderabad,14,5,1,Full-Time,46.24097053,141716.2705,18.00325571,18114.30434,355,6,5,5,3,4,22.21055466,3,46,2,9,6,61,14,0,0
EMP07050,54,Female,Bachelor,Single,Investment Banking,Bangalore,19,5,1,Contract,59.94230012,205107.2866,19.27404353,34404.58708,449,9,5,2,7,3,33.77471726,2,39,0,11,5,47,5,0,0
EMP07051,55,Female,MBA,Single,Retail Banking,Mumbai,15,5,0,Full-Time,46.09803004,81125.36262,11.24419033,12521.81654,336,5,3,3,7,4,17.92353212,3,20,1,14,3,26,22,0,0
EMP07052,22,Female,Bachelor,Married,Compliance,Ahmedabad,4,4,1,Full-Time,36.02869808,124728.0344,9.502732129,16285.4796,10,5,3,3,6,2,9.889564274,4,39,1,5,7,64,1,0,0
EMP07053,36,Female,Master,Married,Compliance,Kolkata,3,0,0,Full-Time,51.04857481,121152.8252,13.92421027,11697.67031,3,8,4,4,6,4,5.679354867,4,41,1,8,4,41,8,0,0
EMP07054,52,Female,MBA,Married,Technology,Bangalore,17,1,1,Full-Time,34.986041,126924.2816,8.663930734,22137.03644,385,7,3,3,4,0,14.75884641,3,31,3,8,5,46,14,0,0
EMP07055,33,Female,Master,Married,Investment Banking,Chennai,8,7,1,Full-Time,26.66726732,225956.0352,12.87098035,18860.58717,39,5,4,3,5,1,31.70208646,1,26,0,14,5,39,8,0,0
EMP07056,28,Male,Bachelor,Married,Technology,Jaipur,4,1,1,Full-Time,21.4520352,105332.5332,5.793492451,11851.14383,10,6,2,3,3,2,14.67111903,5,6,3,5,5,53,14,0,0
EMP07057,54,Female,Bachelor,Married,Finance,Kolkata,10,5,0,Full-Time,23.57795506,123741.3884,9.845528692,10393.16805,98,5,3,1,6,1,11.95624652,4,7,1,4,2,21,13,0,1
EMP07058,53,Male,MBA,Married,Finance,Mumbai,12,9,1,Full-Time,41.4322341,142536.3717,19.84227181,26371.32881,491,7,5,4,3,1,8.713545742,4,11,1,8,6,74,6,0,0
EMP07059,26,Female,Bachelor,Married,Compliance,Ahmedabad,5,1,1,Full-Time,46.44382375,124985.1918,15.45793994,10819.43459,22,7,4,5,2,3,7.67313371,5,48,1,8,5,57,10,0,0
EMP07060,59,Female,Master,Single,Operations,Kolkata,0,0,0,Full-Time,47.30389199,67136.90123,13.10820182,12529.98056,22,8,4,5,7,3,15.03969773,4,6,1,11,5,58,9,0,0
EMP07061,26,Female,Master,Married,Investment Banking,Delhi,3,3,0,Full-Time,55.3871325,204326.2692,17.87413837,21470.29041,19,9,4,5,6,3,33.93138576,1,18,0,13,5,53,7,0,0
EMP07062,38,Female,Bachelor,Married,Retail Banking,Bangalore,14,5,0,Full-Time,30.23338817,71748.34466,10.94633627,10016.92443,202,7,3,1,2,0,11.5082616,3,17,1,5,3,42,12,0,1
EMP07063,28,Female,Bachelor,Married,Human Resources,Kolkata,19,16,1,Contract,31.20928401,101777.1806,13.50511788,8274.789919,417,8,4,5,5,1,8.834066015,3,2,2,11,4,50,9,0,0
EMP07064,46,Female,Master,Married,Operations,Pune,17,3,0,Full-Time,32.68294368,65303.86921,12.47124335,11996.12235,322,6,4,3,6,1,20.61463967,3,31,1,14,1,1,11,0,1
EMP07065,46,Male,Master,Married,Cyber Security,Delhi,16,15,0,Full-Time,61.78532191,144826.7149,14.38448961,17080.95316,490,7,4,5,4,3,27.54382956,3,34,2,4,5,36,14,0,0
EMP07066,24,Female,Bachelor,Married,Operations,Kolkata,8,2,1,Full-Time,25.50952853,86879.21896,13.00886395,17314.15623,42,7,4,5,2,2,22.6593911,2,48,1,9,4,36,7,0,0
EMP07067,57,Male,MBA,Single,Technology,Chennai,14,0,0,Full-Time,45.28904148,131645.7827,8.977969185,18813.09247,380,5,3,4,6,3,13.05665805,4,48,3,7,4,47,9,0,0
EMP07068,49,Female,MBA,Single,Customer Support,Bangalore,3,0,1,Full-Time,38.93291374,57162.46261,13.59189571,6081.190756,19,7,4,4,5,3,15.54663378,3,38,0,7,6,61,12,0,0
EMP07069,44,Male,MBA,Single,Retail Banking,Mumbai,10,6,1,Full-Time,32.26680493,67026.85809,17.6573562,11671.60264,42,9,4,2,2,4,12.0843835,4,34,1,7,5,41,8,0,0
